Student name,semester new,coursename
Billie Jean King,Fall 2003,BEHAVIORAL PHARMACOLOGY
Billie Jean King,Fall 2000,AMERICAN FOREIGN POLICY
Billie Jean King,Fall 2003,CRIME AND DETECTION: Dark Deeds
Billie Jean King,Fall 2002,DOCUMENTARY WRITING
Billie Jean King,Fall 2001,COMPUT LINEAR ALGEBRA
Billie Jean King,Fall 2000,ENVIRONMENTAL SYSTEMS II
Billie Jean King,Fall 2002,ANALYTICAL MECHANICS
Billie Jean King,Fall 2003,CONTEMPORARY AFRICAN ART
Billie Jean King,Fall 2000,A WORLD AT WAR
Billie Jean King,Fall 2001,CEL BIO BIOCHEMISTRY
Billie Jean King,Fall 2003,BECOMING HUMAN
Billie Jean King,Fall 2003,EXPERIMENTAL WRITING SEM
Billie Jean King,Fall 2001,ELEMENTARY FRENCH I
Helen Thomas,Spring 2003,BEHAVIORAL PHARMACOLOGY
Helen Thomas,Spring 2004,FOOD/FEAST ARCH OF TABLE
Helen Thomas,Spring 2002,COMPUT LINEAR ALGEBRA
Helen Thomas,Summer 2003,CONTEMPORARY POL.THOUGHT
Helen Thomas,Spring 2005,Environmental Case Studies
Helen Thomas,Spring 2004,ANALYTICAL MECHANICS
Helen Thomas,Spring 2005,20th Century Russian Literature: Fiction and Reality
Helen Thomas,Summer 2004,CONTEMPORARY AFRICAN ART
Helen Thomas,Summer 2000,FRESHWATER ECOLOGY
Helen Thomas,Spring 2002,A WORLD AT WAR
Helen Thomas,Summer 2002,19TH-CENT BRITISH LIT
Helen Thomas,Summer 2002,FRANCE & THE EUROP.UNION
Helen Thomas,Summer 2003,COMPARATIVE POLITICS
"Armory Houghton, Jr",Fall 2005,BEHAVIORAL PHARMACOLOGY
"Armory Houghton, Jr",Spring 2001,CREATIVE WRITING: WRITING PERSONAL ESSAY
"Armory Houghton, Jr",Spring 2004,FOOD/FEAST ARCH OF TABLE
"Armory Houghton, Jr",Summer 2001,CONVERSATION & WRITING
"Armory Houghton, Jr",Fall 2004,COMPUT LINEAR ALGEBRA
"Armory Houghton, Jr",Fall 2004,Environmental Case Studies
"Armory Houghton, Jr",Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
"Armory Houghton, Jr",Spring 2002,A WORLD AT WAR
"Armory Houghton, Jr",Fall 2005,CELL BIOL & BIOCHEM
"Armory Houghton, Jr",Summer 2000,Environmental Studies Research Seminar Junior Level
"Armory Houghton, Jr",Summer 2002,ELEMENTARY FRENCH I
"Armory Houghton, Jr",Spring 2002,FRANCE & THE EUROP.UNION
Al Hirt,Fall 2001,BEHAVIORAL PHARMACOLOGY
Al Hirt,Fall 2000,ENVIRONMENTAL SYSTEMS II
Al Hirt,Fall 2000,COMPUTER LINEAR ALGEBRA
Al Hirt,Fall 2002,ANALYTICAL MECHANICS
Al Hirt,Fall 2004,CONTEMPORARY AFRICAN ART
Al Hirt,Fall 2001,A WORLD AT WAR
Al Hirt,Fall 2004,"DNA, DIET, AND DISEASE: The Biology of Food"
Al Hirt,Fall 2002,FOOD/FEAST ARCH OF TABLE
Al Hirt,Fall 2003,CELL BIOLOGY & BIOCHEM
Al Hirt,Fall 2003,ELEMENTARY FRENCH I
Thomas H. Andrews,Fall 2003,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
MYo-Yo Ma,Spring 2005,BEHAVIORAL PHARMACOLOGY
MYo-Yo Ma,Summer 2001,AMERICAN FOREIGN POLICY
MYo-Yo Ma,Summer 2002,AMERICAN HEALTH POLICY
MYo-Yo Ma,Spring 2002,COMPUT LINEAR ALGEBRA
MYo-Yo Ma,Spring 2005,Environmental Case Studies
MYo-Yo Ma,Summer 2000,BRITAIN SINCE 1945
MYo-Yo Ma,Spring 2004,ANALYTICAL MECHANICS
MYo-Yo Ma,Summer 2001,CONTEMPORARY AFRICAN ART
MYo-Yo Ma,Summer 2002,French Thought Since 1945
MYo-Yo Ma,Spring 2002,A WORLD AT WAR
MYo-Yo Ma,Summer 2000,FR FOR PROFESSIONS I
MYo-Yo Ma,Summer 2002,19TH-CENT BRITISH LIT
MYo-Yo Ma,Spring 2004,ELEMENTARY ARABIC II
Jimmy Buffett,Summer 2000,BEHAVIORAL PHARMACOLOGY
Jimmy Buffett,Spring 2001,AMERICAN FOREIGN POLICY
Jimmy Buffett,Spring 2002,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Jimmy Buffett,Fall 2004,COMPUT LINEAR ALGEBRA
Jimmy Buffett,Fall 2004,Environmental Case Studies
Jimmy Buffett,Spring 2004,AMERICAN HEALT POLICY
Jimmy Buffett,Spring 2002,"ART, from ancient to 1945"
Jimmy Buffett,Spring 2001,ANALYTICAL MECHANICS
Jimmy Buffett,Spring 2004,COMMUNICATIONS INTERNSHP
Jimmy Buffett,Summer 2001,CONTEMPORARY AFRICAN ART
Jimmy Buffett,Fall 2003,A WORLD AT WAR
Jimmy Buffett,Fall 2002,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Jimmy Buffett,Summer 2001,EUROPE IN A WIDER WORLD
Jimmy Buffett,Summer 2000,EXPERIMENTAL WRITING SEM
Barbara Bush,Spring 2001,BEHAVIORAL PHARMACOLOGY
Barbara Bush,Spring 2002,FOOD/FEAST ARCH OF TABLE
Barbara Bush,Fall 2004,COMPUT LINEAR ALGEBRA
Barbara Bush,Fall 2004,Environmental Case Studies
Barbara Bush,Spring 2004,AMERICAN HEALT POLICY
Barbara Bush,Spring 2003,Business German A Micro Perspective
Barbara Bush,Spring 2002,"ART, from ancient to 1945"
Barbara Bush,Spring 2003,CONTEMP ART - since 1945
Barbara Bush,Spring 2001,ANALYTICAL MECHANICS
Barbara Bush,Spring 2004,COMMUNICATIONS INTERNSHP
Barbara Bush,Spring 2005,CONTEMPORARY AFRICAN ART
Barbara Bush,Fall 2005,A WORLD AT WAR
Barbara Bush,Spring 2005,ELEMENTARY ARABIC II
Tom Smothers,Spring 2002,BEHAVIORAL PHARMACOLOGY
Tom Smothers,Spring 2002,AMERICAN FOREIGN POLICY
Tom Smothers,Fall 2003,COMPUT LINEAR ALGEBRA
Tom Smothers,Fall 2004,Environmental Case Studies
Tom Smothers,Spring 2005,ANALYTICAL MECHANICS
Tom Smothers,Fall 2005,A WORLD AT WAR
Tom Smothers,Spring 2005,19TH-CENT BRITISH LIT
Tom Smothers,Summer 2001,AMERICAN SOUTH 1861-PRES
Tom Smothers,Summer 2002,ELEMENTARY FRENCH I
Arte Johnson,Spring 2005,BEHAVIORAL PHARMACOLOGY
Arte Johnson,Summer 2003,FOOD/FEAST ARCH OF TABLE
EBarbara Eden,Fall 2003,COMPUT LINEAR ALGEBRA
Arte Johnson,Spring 2005,COMPUT LINEAR ALGEBRA
Arte Johnson,Spring 2003,Environmental Case Studies
Arte Johnson,Spring 2004,AMERICAN HEALT POLICY
Arte Johnson,Summer 2004,COMMUNICATIONS INTERNSHP
Arte Johnson,Summer 2002,A WORLD AT WAR
EBarbara Eden,Fall 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Charles Schwab,Fall 2001,ACCEL INTERMEDIATE SPAN
Charles Schwab,Fall 2002,ACCEL INTERMD PORTUGUESE
Charles Schwab,Fall 2003,COMPUT LINEAR ALGEBRA
Carol Burnett,Fall 2004,BEHAVIORAL ECON & PSYCH
Carol Burnett,Fall 2003,A WORLD AT WAR
Willis Johnson,Spring 2003,BEHAVIORAL PHARMACOLOGY
Willis Johnson,Fall 2005,FOOD/FEAST ARCH OF TABLE
Willis Johnson,Fall 2003,COMPUT LINEAR ALGEBRA
Willis Johnson,Fall 2004,Environmental Case Studies
Willis Johnson,Spring 2002,ANALYTICAL MECHANICS
Willis Johnson,Summer 2002,20th Century Russian Literature: Fiction and Reality
Willis Johnson,Summer 2004,CONTEMPORARY AFRICAN ART
Willis Johnson,Summer 2002,French Thought Since 1945
Willis Johnson,Fall 2005,A WORLD AT WAR
Willis Johnson,Fall 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Willis Johnson,Spring 2002,19TH-CENT BRITISH LIT
Willis Johnson,Summer 2001,AMERICAN SOUTH 1861-PRES
Patrick Colwell,Summer 2001,BEHAVIORAL PHARMACOLOGY
Patrick Colwell,Summer 2002,AMERICAN FOREIGN POLICY
Patrick Colwell,Summer 2002,Environmental Case Studies
Patrick Colwell,Summer 2004,AMERICAN HEALT POLICY
Patrick Colwell,Summer 2004,ANALYTICAL MECHANICS
Patrick Colwell,Summer 2001,A WORLD AT WAR
David Flanagan,Spring 2002,BEHAVIORAL PHARMACOLOGY
David Flanagan,Fall 2005,AMERICAN FOREIGN POLICY
David Flanagan,Fall 2003,COMPUT LINEAR ALGEBRA
David Flanagan,Fall 2003,Environmental Case Studies
David Flanagan,Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
David Flanagan,Spring 2003,ANALYTICAL MECHANICS
Mel Gibson,Fall 2003,CONTEMPORARY AFRICAN ART
David Flanagan,Spring 2002,CONTEMPORARY AFRICAN ART
David Flanagan,Fall 2004,A WORLD AT WAR
Mel Gibson,Fall 2003,FOOD/FEAST ARCH OF TABLE
Mel Gibson,Fall 2004,DIGITAL MEDIA & THE CITY
David Flanagan,Fall 2004,EVIDENCED BASED CRIME & JUSTICE POLICY
David Flanagan,Fall 2005,CELL BIOL & BIOCHEM
Mel Gibson,Fall 2000,EVIDENCED BASED CRIME & JUSTICE POLICY
David Flanagan,Fall 2004,"EYE, MIND AND IMAGE"
David Flanagan,Spring 2001,19TH-CENT NOVEL
David Flanagan,Spring 2001,"Feminist Theory: Feminism, Activism, and the Body"
Mel Gibson,Fall 2004,ELEMENTARY FRENCH I
Michael Eisner,Spring 2003,BEHAVIORAL PHARMACOLOGY
Michael Eisner,Spring 2001,FOOD/FEAST ARCH OF TABLE
Michael Eisner,Spring 2001,AMERICAN HEALTH POLICY
Michael Eisner,Fall 2003,COMPUT LINEAR ALGEBRA
Michael Eisner,Fall 2004,Environmental Case Studies
Michael Eisner,Spring 2002,AMERICAN HEALT POLICY
Michael Eisner,Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Michael Eisner,Fall 2005,ANALYTICAL MECHANICS
Michael Eisner,Spring 2004,COMMUNICATIONS INTERNSHP
Michael Eisner,Spring 2005,CONTEMPORARY AFRICAN ART
Michael Eisner,Fall 2004,A WORLD AT WAR
Michael Eisner,Spring 2004,ELEMENTARY FRENCH I
Michael Eisner,Spring 2005,ELEMENTARY FRENCH II
Ruth Buzzi,Fall 2001,ABNORMAL PSYCHOLOGY
Ruth Buzzi,Fall 2001,COMPUT LINEAR ALGEBRA
Ruth Buzzi,Fall 2001,Environmental Case Studies
Ruth Buzzi,Fall 2002,EUR PRE-1800: BF SEM: UTOPIA
Ruth Buzzi,Fall 2002,Business German - Micro Perspective
Ruth Buzzi,Fall 2002,CONTEMPORARY AFRICAN ART
Ruth Buzzi,Fall 2001,FOOD/FEAST ARCH OF TABLE
Ruth Buzzi,Fall 2000,BECOMING HUMAN
Ruth Buzzi,Fall 2002,CEL and BIO and BIOCHEMISTRY
Mandy Patinkin,Fall 2003,BEHAVIORAL PHARMACOLOGY
Mandy Patinkin,Spring 2005,AMERICAN FOREIGN POLICY
Mandy Patinkin,Fall 2005,FOOD/FEAST ARCH OF TABLE
Mandy Patinkin,Spring 2005,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Mandy Patinkin,Fall 2003,COMPUT LINEAR ALGEBRA
Mandy Patinkin,Summer 2001,Environmental Case Studies
Mandy Patinkin,Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
Mandy Patinkin,Spring 2004,EDGAR ALLAM POE'S SCIEN
Mandy Patinkin,Spring 2003,ANALYTICAL MECHANICS
Mandy Patinkin,Spring 2002,20th Century Russian Literature: Fiction and Reality
Mandy Patinkin,Summer 2001,CONTEMPORARY AFRICAN ART
Mandy Patinkin,Fall 2004,A WORLD AT WAR
Mandy Patinkin,Summer 2002,ELEMENTARY FRENCH I
Angus King,Spring 2002,COMPUT LINEAR ALGEBRA
Chevy Chase,Fall 2003,"DRUGS, BRAIN AND MIND"
Chevy Chase,Fall 2004,Environmental Case Studies
Chevy Chase,Fall 2005,CONTEMPORARY AFRICAN ART
Chevy Chase,Fall 2004,CEL BIO BIOCHEMISTRY
Chevy Chase,Fall 2002,19TH-CENT BRITISH LIT
Faith Hill,Fall 2004,BEHAVIORAL PHARMACOLOGY
Faith Hill,Spring 2005,AMERICAN FOREIGN POLICY
Faith Hill,Spring 2001,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Faith Hill,Fall 2004,COMPUT LINEAR ALGEBRA
Faith Hill,Fall 2003,Environmental Case Studies
Faith Hill,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Faith Hill,Spring 2004,ANALYTICAL MECHANICS
Faith Hill,Spring 2002,20th Century Russian Literature: Fiction and Reality
Faith Hill,Summer 2001,CONTEMPORARY AFRICAN ART
Faith Hill,Summer 2002,FRESHWATER ECOLOGY
Faith Hill,Summer 2001,AESTHETICS
Faith Hill,Fall 2003,A WORLD AT WAR
Faith Hill,Spring 2001,EXPERIMENTAL WRITING SEM
Larry King,Spring 2001,BEHAVIORAL PHARMACOLOGY
Larry King,Spring 2001,FOOD/FEAST ARCH OF TABLE
Larry King,Spring 2003,DEVIL'S PACT LIT/FILM
Larry King,Fall 2004,COMPUT LINEAR ALGEBRA
Larry King,Fall 2004,Environmental Case Studies
Larry King,Spring 2004,AMERICAN HEALT POLICY
Larry King,Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Larry King,Spring 2002,ANALYTICAL MECHANICS
Larry King,Spring 2004,COMMUNICATIONS INTERNSHP
Larry King,Spring 2005,CONTEMPORARY AFRICAN ART
Larry King,Fall 2005,A WORLD AT WAR
Larry King,Fall 2003,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Larry King,Spring 2005,ELEMENTARY ARABIC II
Larry King,Summer 2000,BRITISH POETRY 1660-1914
Gerald R. Ford,Fall 2000,CREATIVE WRITING: WRITING PERSONAL ESSAY
Gerald R. Ford,Fall 2000,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Isaac Asimov,Summer 2004,BEHAVIORAL PHARMACOLOGY
Isaac Asimov,Summer 2002,COMPUT LINEAR ALGEBRA
Isaac Asimov,Summer 2002,Environmental Case Studies
Isaac Asimov,Summer 2001,Environmental Case Studies
Isaac Asimov,Summer 2004,ANALYTICAL MECHANICS
Isaac Asimov,Summer 2000,A WORLD AT WAR
Isaac Asimov,Summer 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Tippi Hedren,Fall 2001,DEVIL'S PACT LIT/FILM
Tippi Hedren,Spring 2001,DEVIL'S PACT LIT/FILM
Tippi Hedren,Fall 2002,ELECTROMAG II
Tippi Hedren,Fall 2003,20th Century Russian Literature: Fiction and Reality
Tippi Hedren,Fall 2004,FORMAL SEM AND COG SCI
Tippi Hedren,Fall 2000,EXPERIMENTAL WRITING SEM
Tippi Hedren,Fall 2001,"EYE, MIND AND IMAGE"
Tippi Hedren,Fall 2003,"Feminist Theory: Feminism, Activism, and the Body"
Tippi Hedren,Fall 2004,ELEM PERSIAN II
Tippi Hedren,Fall 2005,EURO INT'L REL SINCE WWI
Caroline Kennedy,Fall 2001,BEHAVIORAL PHARMACOLOGY
Caroline Kennedy,Spring 2001,FOOD/FEAST ARCH OF TABLE
Caroline Kennedy,Fall 2001,COMPUT LINEAR ALGEBRA
Caroline Kennedy,Fall 2003,CONTEMPORARY POL.THOUGHT
Caroline Kennedy,Fall 2004,Environmental Case Studies
Caroline Kennedy,Fall 2003,CONTEMP ART - 1945 to today
Caroline Kennedy,Fall 2002,ART - ancient to 1945
Caroline Kennedy,Fall 2000,COMMUNICATION BEHAVIOR
Caroline Kennedy,Spring 2001,ANALYTICAL MECHANICS
Caroline Kennedy,Fall 2005,CONTEMPORARY AFRICAN ART
Caroline Kennedy,Fall 2000,A WORLD AT WAR
Caroline Kennedy,Fall 2002,COMM & THE PRESIDENCY
Caroline Kennedy,Fall 2005,CELL BIOL & BIOCHEM
Caroline Kennedy,Fall 2004,"EYE, MIND AND IMAGE"
"George Gallup, Jr.",Spring 2003,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
"George Gallup, Jr.",Fall 2003,BEG RDG/WRTG CHINESE II
"George Gallup, Jr.",Fall 2001,COMPUT LINEAR ALGEBRA
"George Gallup, Jr.",Fall 2002,CONTEMPORARY POL.THOUGHT
"George Gallup, Jr.",Fall 2001,Environmental Case Studies
"George Gallup, Jr.",Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
"George Gallup, Jr.",Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
"George Gallup, Jr.",Spring 2002,ANALYTICAL MECHANICS
"George Gallup, Jr.",Spring 2003,CONTEMPORARY AFRICAN ART
"George Gallup, Jr.",Fall 2000,FOOD/FEAST ARCH OF TABLE
"George Gallup, Jr.",Spring 2001,ELEMENTARY ARABIC II
Joni Mitchell,Spring 2001,BEHAVIORAL PHARMACOLOGY
Joni Mitchell,Spring 2001,AMERICAN FOREIGN POLICY
Joni Mitchell,Fall 2004,COMPUT LINEAR ALGEBRA
Joni Mitchell,Fall 2003,Environmental Case Studies
Joni Mitchell,Summer 2001,AMERICAN HEALT POLICY
Joni Mitchell,Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Joni Mitchell,Spring 2004,EDGAR ALLAM POE'S SCIEN
Joni Mitchell,Spring 2002,ANALYTICAL MECHANICS
Joni Mitchell,Summer 2004,CONTEMPORARY AFRICAN ART
Joni Mitchell,Fall 2001,A WORLD AT WAR
Joni Mitchell,Fall 2000,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Joni Mitchell,Spring 2003,CELL BIOLOGY and BIOCHEMISTRY
Joni Mitchell,Summer 2002,FRANCE & THE EUROP.UNION
Linda Ronstadt,Summer 2001,BEHAVIORAL PHARMACOLOGY
Linda Ronstadt,Summer 2001,AMERICAN FOREIGN POLICY
Linda Ronstadt,Spring 2002,COMPUT LINEAR ALGEBRA
Linda Ronstadt,Spring 2004,Environmental Case Studies
Linda Ronstadt,Spring 2004,ANALYTICAL MECHANICS
Linda Ronstadt,Summer 2004,COMMUNICATIONS INTERNSHP
Linda Ronstadt,Spring 2005,A WORLD AT WAR
Linda Ronstadt,Spring 2005,BECOMING HUMAN
Linda Ronstadt,Spring 2002,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Linda Ronstadt,Summer 2002,FRANCE & THE EUROP.UNION
Bob Burnquist,Summer 2001,CREATIVE WRITING: WRITING PERSONAL ESSAY
Bob Burnquist,Fall 2004,AMERICAN FOREIGN POLICY
Bob Burnquist,Summer 2002,CURR ISSUES GLOBAL HEALT
Bob Burnquist,Fall 2004,ECONOMETRIC FORECASTING
Bob Burnquist,Spring 2002,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Bob Burnquist,Spring 2005,AFRO AMER HIST 1876-PRES
Bob Burnquist,Spring 2003,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Bob Burnquist,Spring 2004,BEG RDG/WRTG CHINESE II
Bob Burnquist,Fall 2004,BEHAVIORAL ECON & PSYCH
Bob Burnquist,Summer 2002,Community Based Research on Health Disparities
Bob Burnquist,Fall 2003,COMPUT LINEAR ALGEBRA
Bob Burnquist,Fall 2002,ANALYTICAL MECHANICS
Bob Burnquist,Summer 2000,CONTEMPORARY AFRICAN ART
Bob Burnquist,Summer 2002,FORMAL LOGIC I
Bob Burnquist,Summer 2000,AMERICAN POETRY
Bob Burnquist,Spring 2001,CREAT.NON-FICTION WRIT
Bob Burnquist,Fall 2001,FOOD/FEAST ARCH OF TABLE
Bob Burnquist,Fall 2005,DIGITAL MEDIA & THE CITY
Bob Burnquist,Spring 2005,BECOMING HUMAN
Bob Burnquist,Spring 2004,ELEMENTARY ARABIC II
Bob Burnquist,Spring 2002,ELEMENTARY FRENCH I
Shimon Peres,Spring 2002,BEHAVIORAL PHARMACOLOGY
Shimon Peres,Fall 2004,AMERICAN FOREIGN POLICY
Shimon Peres,Fall 2004,COMPUT LINEAR ALGEBRA
Shimon Peres,Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Shimon Peres,Fall 2005,AMERICAN HEALT POLICY
LeVar Burton,Summer 2002,BEHAVIORAL PHARMACOLOGY
LeVar Burton,Summer 2002,FOOD/FEAST ARCH OF TABLE
LeVar Burton,Summer 2004,ART & RELIGION
LeVar Burton,Summer 2001,COMPUT LINEAR ALGEBRA
LeVar Burton,Spring 2005,Environmental Case Studies
LeVar Burton,Summer 2001,ANALYTICAL MECHANICS
LeVar Burton,Summer 2000,A WORLD AT WAR
LeVar Burton,Summer 2003,BECOMING HUMAN
Tom Allen,Summer 2004,AMERICAN FOREIGN POLICY
Tom Allen,Summer 2004,COMPUT LINEAR ALGEBRA
Ted Danson,Summer 2003,BEHAVIORAL PHARMACOLOGY
Ted Danson,Summer 2002,COMPUT LINEAR ALGEBRA
Ted Danson,Summer 2002,Environmental Case Studies
Ted Danson,Summer 2004,AMERICAN HEALT POLICY
Ted Danson,Summer 2003,BRITAIN SINCE 1945
Ted Danson,Summer 2004,ANALYTICAL MECHANICS
QMarilyn Quayle,Fall 2000,BEHAVIORAL PHARMACOLOGY
QMarilyn Quayle,Spring 2003,AMERICAN FOREIGN POLICY
QMarilyn Quayle,Fall 2004,Environmental Case Studies
QMarilyn Quayle,Summer 2001,ART - from ancient to 1945
QMarilyn Quayle,Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
QMarilyn Quayle,Fall 2000,COMPUTER LINEAR ALGEBRA
QMarilyn Quayle,Fall 2001,AMERICAN HEALT POLICY
QMarilyn Quayle,Summer 2003,ANALYTICAL MECHANICS
QMarilyn Quayle,Summer 2004,CONTEMPORARY AFRICAN ART
QMarilyn Quayle,Spring 2001,FRESHWATER ECOLOGY
Brooke Shields,Fall 2001,Environmental Case Studies
Brooke Shields,Fall 2001,ANALYTICAL MECHANICS
Brooke Shields,Spring 2002,CONTEMPORARY AFRICAN ART
Brooke Shields,Spring 2002,"DNA, DIET, AND DISEASE: The Biology of Food"
Brooke Shields,Fall 2005,CEL BIO BIOCHEMISTRY
Brooke Shields,Fall 2003,CELL BIOLOGY & BIOCHEM
Brooke Shields,Fall 2004,ELEMENTARY FRENCH I
Brooke Shields,Fall 2004,ELEMENTARY FRENCH II
Brooke Shields,Spring 2001,EARLY MESOPOTAMIAN HIST - SOC
Linus Pauling,Spring 2004,BEHAVIORAL PHARMACOLOGY
Linus Pauling,Spring 2002,AMERICAN FOREIGN POLICY
Linus Pauling,Spring 2003,Environmental Case Studies
Linus Pauling,Summer 2004,ANALYTICAL MECHANICS
Linus Pauling,Spring 2001,A WORLD AT WAR
Linus Pauling,Spring 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Linus Pauling,Summer 2004,CELL BIOLOGY and BIOCHEM
Linus Pauling,Summer 2002,ELEMENTARY FRENCH I
Linus Pauling,Summer 2002,ELEMENTARY FRENCH II
Linus Pauling,Spring 2002,FRANCE & THE EUROP.UNION
Cybill Shepherd,Fall 2000,BEG RDG/WRTG CHINESE II
Cybill Shepherd,Fall 2001,COMPUT LINEAR ALGEBRA
Cybill Shepherd,Fall 2002,ELECTROMAG II
Cybill Shepherd,Fall 2004,CONTEMPORARY AFRICAN ART
Cybill Shepherd,Fall 2000,CELL BIOLOGY and BIOCHEM
Cybill Shepherd,Fall 2002,EXPERIMENTAL WRITING SEM
Alec Baldwin,Spring 2005,AMERICAN HEALTH POLICY
Alec Baldwin,Spring 2002,CONTEMPORARY POL.THOUGHT
Alec Baldwin,Fall 2001,Environmental Case Studies
Alec Baldwin,Spring 2004,AMERICAN HEALT POLICY
Alec Baldwin,Spring 2001,ART ancient to 1945
Alec Baldwin,Fall 2000,COMPUTER LINEAR ALGEBRA
Alec Baldwin,Fall 2003,ANALYTICAL MECHANICS
Alec Baldwin,Fall 2004,A WORLD AT WAR
Tom Seaver,Fall 2002,BEHAVIORAL PHARMACOLOGY
Tom Seaver,Fall 2000,COMPUTER LINEAR ALGEBRA
Tom Seaver,Fall 2000,ART - from ancient to 1945
Tom Seaver,Fall 2002,ANALYTICAL MECHANICS
Tom Seaver,Fall 2003,CELL BIOLOGY & BIOCHEM
Hugh Hefner,Fall 2003,BEHAVIORAL PHARMACOLOGY
Hugh Hefner,Fall 2004,AMERICAN FOREIGN POLICY
Hugh Hefner,Spring 2001,COMPUT LINEAR ALGEBRA
Hugh Hefner,Fall 2004,Environmental Case Studies
Hugh Hefner,Summer 2000,BRITAIN SINCE 1945
Hugh Hefner,Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
Hugh Hefner,Spring 2002,ANALYTICAL MECHANICS
Hugh Hefner,Spring 2002,20th Century Russian Literature: Fiction and Reality
Hugh Hefner,Spring 2004,COMMUNICATIONS INTERNSHP
Hugh Hefner,Spring 2005,CONTEMPORARY AFRICAN ART
Hugh Hefner,Fall 2003,A WORLD AT WAR
Hugh Hefner,Spring 2003,CELL BIOLOGY and BIOCHEMISTRY
Hugh Hefner,Spring 2004,ELEMENTARY FRENCH I
Dorothy Lamour,Spring 2005,Environmental Case Studies
Dorothy Lamour,Summer 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Dorothy Lamour,Spring 2005,COMPARATIVE POLITICS
Cheryl Tiegs,Spring 2004,AMERICAN FOREIGN POLICY
Anthony Hopkins,Spring 2001,BEHAVIORAL PHARMACOLOGY
Anthony Hopkins,Spring 2002,FOOD/FEAST ARCH OF TABLE
Anthony Hopkins,Spring 2003,DEVIL'S PACT LIT/FILM
Anthony Hopkins,Fall 2004,COMPUT LINEAR ALGEBRA
Anthony Hopkins,Fall 2005,Environmental Case Studies
Anthony Hopkins,Spring 2004,AMERICAN HEALT POLICY
Anthony Hopkins,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Anthony Hopkins,Spring 2001,ANALYTICAL MECHANICS
Anthony Hopkins,Spring 2004,CONTEMPORARY AFRICAN ART
Anthony Hopkins,Spring 2002,FICTION WRITING WORKSHOP
Anthony Hopkins,Fall 2005,A WORLD AT WAR
Anthony Hopkins,Spring 2003,EXPERIMENTAL WRITING SEM
Anthony Hopkins,Spring 2003,AMERICAN SOUTH 1861-PRES
Bill Cohen,Fall 2002,CONTEMPORARY POL.THOUGHT
Bill Cohen,Fall 2000,ENVIRONMENTAL SYSTEMS II
Bill Cohen,Fall 2000,COMPUTER LINEAR ALGEBRA
Bill Cohen,Fall 2003,ANALYTICAL MECHANICS
Bill Cohen,Fall 2005,CONTEMPORARY AFRICAN ART
Bill Cohen,Fall 2005,COMM and  THE PRESIDENCY
Yoko Ono,Summer 2004,BEHAVIORAL PHARMACOLOGY
Yoko Ono,Summer 2002,COMPUT LINEAR ALGEBRA
Yoko Ono,Summer 2004,ANALYTICAL MECHANICS
Yoko Ono,Summer 2002,A WORLD AT WAR
ABella Abzug,Fall 2004,BEHAVIORAL PHARMACOLOGY
ABella Abzug,Fall 2005,FOOD/FEAST ARCH OF TABLE
ABella Abzug,Spring 2001,CREATIVE WRITING: CREAT. WRITE: FICT/POET
ABella Abzug,Fall 2003,COMPUT LINEAR ALGEBRA
ABella Abzug,Fall 2003,Environmental Case Studies
ABella Abzug,Spring 2001,ART ancient to 1945
ABella Abzug,Fall 2004,ANALYTICAL MECHANICS
ABella Abzug,Spring 2002,20th Century Russian Literature: Fiction and Reality
